mssv,ho_ten,ngay_sinh,khoa,nganh,tin_chi_tich_luy,tin_chi_yeu_cau,gpa_tich_luy,xep_loai_hoc_luc,diem_ren_luyen,chuandau_ngoai_ngu,chuandau_tin_hoc,chung_chi_gdqp_gddt,no_hoc_phi,ky_luat,ket_qua_xet_tot_nghiep,ly_do_chi_tiet
201A000517,Bui Nhat Quang,2002-06-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.59,Gioi,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000518,Cao Truc Mai,2002-10-13,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.7,Xuat sac,81,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000519,Trinh Huu Giang,2002-02-15,Ngoai ngu,Ngon ngu Trung Quoc,125,125,1.94,Yeu,68,Dat,Chua dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Chua dat chuan dau ra Tin hoc
201A000520,Cao Nhat Quang,2002-01-11,Du lich,Quan tri Dich vu Du lich,124,124,3.53,Gioi,85,Dat,Dat,Dat,0,1,Khong du dieu kien,Dang trong thoi gian ky luat cap Truong
201A000521,Tran Quoc Yen,2002-01-04,Cong nghe Thong tin,An toan Thong tin,132,132,2.57,Kha,81,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000522,Vu Tuyet Em,2002-08-14,Truyen thong,Quan he Cong chuong,126,126,2.61,Kha,74,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000523,Phan Tuyet Khoa,2002-05-05,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,1.87,Yeu,63,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000524,Vu Truc Bich,2002-03-27,Du lich,Quan tri Khach san,124,124,3.13,Kha,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000525,Vu Quoc An,2002-05-11,Cong nghe Thong tin,Cong nghe Thong tin,130,132,3.63,Xuat sac,64,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 2 tin chi tich luy
201A000526,Pham Huu Nam,2002-10-22,Du lich,Quan tri Khach san,124,124,2.61,Kha,83,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000527,Le Phuong Vy,2002-01-17,Du lich,Quan tri Dich vu Du lich,124,124,1.86,Yeu,59,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000528,Do Minh Nam,2002-11-25,Kinh te,Marketing,127,128,3.56,Gioi,74,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000529,Vu Thi An,2002-01-08,Du lich,Quan tri Dich vu Du lich,124,124,3.95,Xuat sac,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000530,Truong Thanh Dung,2002-07-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.88,Xuat sac,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000531,Nguyen Kim Yen,2002-02-08,Du lich,Quan tri Khach san,124,124,3.26,Gioi,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000532,Le Ngoc Cuong,2002-10-30,Kinh te,Ke toan,128,128,3.49,Gioi,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000533,Phan Viet Khoa,2002-12-28,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.36,Trung binh,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000534,Ly Hoang Mai,2002-11-16,Du lich,Quan tri Khach san,124,124,2.64,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000535,Ly Viet Phong,2002-09-29,Truyen thong,Quan he Cong chuong,126,126,2.32,Trung binh,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000536,Ngo Kim Nam,2002-04-18,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.14,Kha,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000537,Ly Tan Cuong,2002-09-09,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.86,Kha,94,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000538,Le Duc Khoa,2002-03-26,Truyen thong,Truyen thong Da phuong tien,126,126,2.03,Trung binh,96,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000539,Dinh Tuyet Thao,2002-11-21,Ngoai ngu,Ngon ngu Anh,125,125,2.69,Kha,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000540,Dinh Tan Phong,2002-03-09,Truyen thong,Truyen thong Da phuong tien,126,126,2.62,Kha,58,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000541,Ngo Duc Lam,2002-06-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.48,Gioi,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000542,Bui Ngoc Em,2002-12-25,Truyen thong,Truyen thong Da phuong tien,126,126,2.64,Kha,77,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000543,Ly Van Mai,2002-02-23,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.11,Kha,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000544,Hoang Van Mai,2002-03-14,Ngoai ngu,Ngon ngu Anh,125,125,2.48,Trung binh,52,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000545,Huynh Minh Yen,2002-05-02,Kinh te,Ke toan,128,128,3.32,Gioi,56,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000546,Mai Khanh Vy,2002-10-05,Truyen thong,Quan he Cong chuong,118,126,2.9,Kha,77,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy | Chua dat chuan dau ra Tin hoc
201A000547,Bui Huu Quan,2002-06-14,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.2,Gioi,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000548,Vu Duc Nam,2002-04-09,Kinh te,Marketing,127,128,3.85,Xuat sac,76,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000549,Duong Thanh Lam,2002-10-26,Kinh te,Marketing,128,128,3.81,Xuat sac,78,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000550,Do Huu Yen,2002-04-03,Du lich,Quan tri Khach san,124,124,2.47,Trung binh,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000551,Huynh Phuong Nhi,2002-03-03,Truyen thong,Quan he Cong chuong,126,126,3.34,Gioi,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000552,Truong Hoang Dung,2002-09-18,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,2.83,Kha,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000553,Pham Thanh Thinh,2002-07-14,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.79,Kha,96,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000554,Huynh Viet Thao,2002-08-30,Du lich,Quan tri Khach san,124,124,2.52,Kha,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000555,Vo Truc Quang,2002-07-14,Ngoai ngu,Ngon ngu Trung Quoc,125,125,1.93,Yeu,68,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000556,Ngo Gia Thao,2002-09-02,Truyen thong,Quan he Cong chuong,126,126,2.23,Trung binh,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000557,Do Gia Em,2002-05-11,Du lich,Quan tri Dich vu Du lich,124,124,2.71,Kha,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000558,Ngo Hoang Linh,2002-05-26,Ngoai ngu,Ngon ngu Anh,125,125,2.2,Trung binh,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000559,Dinh Kim Giang,2002-03-05,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.85,Xuat sac,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000560,Ngo Viet Hang,2002-07-12,Truyen thong,Truyen thong Da phuong tien,126,126,3.42,Gioi,58,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000561,Vu Khanh Hang,2002-03-24,Du lich,Quan tri Dich vu Du lich,124,124,3.58,Gioi,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000562,Huynh Thi Cuong,2002-04-05,Kinh te,Tai chinh Ngan hang,128,128,2.21,Trung binh,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000563,Bui Nhat Quang,2002-02-17,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.77,Kha,68,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000564,Ngo Ngoc Em,2002-11-19,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.73,Xuat sac,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000565,Bui Nhat Khoa,2002-04-24,Kinh te,Marketing,127,128,2.74,Kha,90,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000566,Tran Quoc Phong,2002-07-31,Truyen thong,Quan he Cong chuong,126,126,2.69,Kha,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000567,Ly Minh Em,2002-12-02,Du lich,Quan tri Dich vu Du lich,117,124,1.98,Yeu,75,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy | GPA tich luy duoi 2.00 (Yeu)
201A000568,Ly Viet An,2002-10-28,Cong nghe Thong tin,An toan Thong tin,127,132,2.7,Kha,71,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000569,Bui Thi Quan,2002-05-22,Truyen thong,Quan he Cong chuong,126,126,2.43,Trung binh,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000570,Bui Kim Quang,2002-08-25,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.23,Gioi,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000571,Huynh Thi Linh,2002-05-20,Ngoai ngu,Ngon ngu Anh,125,125,2.39,Trung binh,81,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000572,Pham Nhat Em,2002-02-10,Du lich,Quan tri Dich vu Du lich,124,124,2.02,Trung binh,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000573,Duong Khanh Nam,2002-04-21,Truyen thong,Quan he Cong chuong,126,126,3.94,Xuat sac,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000574,Vo Phuong Cuong,2002-10-30,Ngoai ngu,Ngon ngu Anh,125,125,3.16,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000575,Phan Thi Giang,2002-02-02,Ngoai ngu,Ngon ngu Nhat,125,125,2.59,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000576,Huynh Truc Thinh,2002-09-22,Ngoai ngu,Ngon ngu Nhat,125,125,2.52,Kha,68,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000577,Phan Kim Nam,2002-04-24,Truyen thong,Truyen thong Da phuong tien,126,126,2.5,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000578,Dinh Van Nhi,2002-08-17,Du lich,Quan tri Khach san,124,124,3.13,Kha,91,Dat,Dat,Dat,0,1,Khong du dieu kien,Dang trong thoi gian ky luat cap Truong
201A000579,Huynh Nhat Mai,2002-03-06,Du lich,Quan tri Dich vu Du lich,124,124,2.02,Trung binh,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000580,Tran Tan Giang,2002-09-24,Truyen thong,Truyen thong Da phuong tien,126,126,3.26,Gioi,65,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000581,Phan Duc Bich,2002-01-31,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.24,Trung binh,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000582,Huynh Tuyet Thinh,2002-07-19,Truyen thong,Quan he Cong chuong,126,126,3.55,Gioi,56,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000583,Dang Truc Bich,2002-07-31,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.37,Gioi,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000584,Do Duc Khoa,2002-08-03,Du lich,Quan tri Dich vu Du lich,124,124,2.06,Trung binh,68,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000585,Cao Van Hang,2002-06-02,Du lich,Quan tri Khach san,124,124,2.99,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000586,Hoang Khanh Mai,2002-08-06,Truyen thong,Quan he Cong chuong,126,126,2.38,Trung binh,81,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000587,Huynh Huu Hang,2002-06-01,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.11,Kha,78,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000588,Dang Huu Lam,2002-02-15,Cong nghe Thong tin,An toan Thong tin,132,132,3.13,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000589,Duong Quoc Cuong,2002-09-05,Truyen thong,Truyen thong Da phuong tien,126,126,2.63,Kha,96,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000590,Truong Minh Em,2002-10-05,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.11,Kha,68,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000591,Truong Khanh Phong,2002-07-28,Du lich,Quan tri Khach san,124,124,3.18,Kha,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000592,Ly Van Linh,2002-11-15,Kinh te,Quan tri Kinh doanh,128,128,2.54,Kha,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000593,Mai Phuong Nhi,2002-02-09,Du lich,Quan tri Dich vu Du lich,124,124,2.92,Kha,82,Dat,Dat,Dat,0,1,Khong du dieu kien,Dang trong thoi gian ky luat cap Truong
201A000594,Truong Quoc Hang,2002-06-30,Du lich,Quan tri Khach san,124,124,3.02,Kha,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000595,Trinh Gia Nam,2002-11-23,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.18,Trung binh,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000596,Tran Khanh Quang,2002-09-29,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.73,Kha,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000597,Phan Duc Khoa,2002-09-20,Truyen thong,Truyen thong Da phuong tien,126,126,2.86,Kha,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000598,Ngo Nhat Vy,2002-05-03,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.97,Kha,69,Dat,Chua dat,Dat,1,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc | Con no hoc phi / Chi phi thuat
201A000599,Dang Hoang Quang,2002-06-18,Du lich,Quan tri Khach san,124,124,2.35,Trung binh,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000600,Vo Tan Nhi,2002-09-14,Truyen thong,Quan he Cong chuong,114,126,3.77,Xuat sac,94,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000601,Bui Truc Phong,2002-11-09,Kinh te,Luat Kinh te,128,128,3.76,Xuat sac,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000602,Le Kim Vy,2002-10-21,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.32,Trung binh,68,Chua dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Chua dat chuan dau ra Tin hoc
201A000603,Ngo Duc Thao,2002-05-18,Kinh te,Ke toan,128,128,2.42,Trung binh,68,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000604,Dinh Ngoc Bich,2002-09-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.89,Xuat sac,56,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000605,Dinh Ngoc An,2002-06-22,Ngoai ngu,Ngon ngu Anh,125,125,3.76,Xuat sac,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000606,Ly Tuyet Quang,2002-11-14,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.12,Trung binh,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000607,Hoang Tan Quan,2002-03-09,Cong nghe Thong tin,An toan Thong tin,132,132,3.03,Kha,75,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000608,Tran Nhat Thinh,2002-07-26,Kinh te,Quan tri Kinh doanh,126,128,3.52,Gioi,62,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 2 tin chi tich luy
201A000609,Truong Truc Giang,2002-07-29,Ky thuat Cong nghe,Cong nghe Ky thuat O to,134,135,2.35,Trung binh,77,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000610,Bui Minh An,2002-07-18,Ngoai ngu,Ngon ngu Anh,125,125,3.46,Gioi,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000611,Dinh Truc An,2002-10-24,Kinh te,Marketing,128,128,3.53,Gioi,66,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000612,Nguyen Nhat Linh,2002-06-04,Kinh te,Ke toan,128,128,2.77,Kha,78,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000613,Tran Ngoc Nhi,2002-08-13,Du lich,Quan tri Dich vu Du lich,124,124,3.04,Kha,68,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000614,Nguyen Hoang Khoa,2002-04-30,Kinh te,Quan tri Kinh doanh,128,128,3.84,Xuat sac,62,Dat,Dat,Dat,1,1,Khong du dieu kien,Con no hoc phi / Chi phi thuat | Dang trong thoi gian ky luat cap Truong
201A000615,Nguyen Kim Em,2002-02-17,Du lich,Quan tri Khach san,124,124,2.97,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000616,Tran Ngoc Bich,2002-02-18,Truyen thong,Quan he Cong chuong,126,126,3.06,Kha,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000617,Phan Truc Nhi,2002-09-03,Du lich,Quan tri Dich vu Du lich,124,124,2.2,Trung binh,94,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000618,Vo Nhat Em,2002-08-31,Truyen thong,Truyen thong Da phuong tien,126,126,3.2,Gioi,69,Chua dat,Chua dat,Dat,0,1,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Chua dat chuan dau ra Tin hoc | Dang trong thoi gian ky luat cap Truong
201A000619,Vu Van Linh,2002-07-26,Kinh te,Tai chinh Ngan hang,128,128,3.49,Gioi,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000620,Le Kim Khoa,2002-02-24,Truyen thong,Quan he Cong chuong,126,126,2.39,Trung binh,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000621,Mai Van Quan,2002-07-31,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.67,Kha,94,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000622,Duong Nhat Linh,2002-11-11,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,2.6,Kha,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000623,Cao Tuyet Quang,2002-10-16,Ngoai ngu,Ngon ngu Nhat,125,125,2.89,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000624,Trinh Quoc Mai,2002-02-14,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.82,Kha,53,Chua dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Chua dat chuan dau ra Tin hoc
201A000625,Vu Kim Yen,2002-01-28,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.18,Kha,68,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000626,Tran Truc Lam,2002-09-05,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.94,Kha,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000627,Vo Ngoc Yen,2002-01-18,Kinh te,Quan tri Kinh doanh,128,128,3.2,Gioi,61,Chua dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Chua dat chuan dau ra Tin hoc
201A000628,Ly Viet Dung,2002-07-27,Du lich,Quan tri Dich vu Du lich,124,124,2.96,Kha,86,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000629,Mai Tan Em,2002-04-03,Kinh te,Tai chinh Ngan hang,128,128,3.44,Gioi,71,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000630,Phan Thanh Cuong,2002-07-30,Du lich,Quan tri Khach san,124,124,3.69,Xuat sac,94,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000631,Hoang Viet Dung,2002-05-13,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,2.93,Kha,96,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000632,Mai Quoc Linh,2002-07-03,Kinh te,Quan tri Kinh doanh,120,128,3.52,Gioi,78,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy
201A000633,Phan Van Mai,2002-11-08,Truyen thong,Truyen thong Da phuong tien,126,126,2.09,Trung binh,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000634,Hoang Van Nam,2002-04-01,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.46,Gioi,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000635,Hoang Hoang Nam,2002-06-08,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.89,Xuat sac,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000636,Bui Tuyet Thinh,2002-03-29,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.15,Trung binh,87,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000637,Bui Nhat Cuong,2002-02-12,Kinh te,Ke toan,125,128,2.36,Trung binh,85,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000638,Vo Thanh Khoa,2002-11-22,Truyen thong,Quan he Cong chuong,126,126,2.24,Trung binh,82,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000639,Phan Tan Bich,2002-03-28,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.25,Gioi,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000640,Cao Tuyet Dung,2002-03-14,Ngoai ngu,Ngon ngu Anh,125,125,2.69,Kha,77,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000641,Ngo Thanh Bich,2002-12-23,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.89,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000642,Dang Nhat Nam,2002-08-27,Truyen thong,Truyen thong Da phuong tien,126,126,3.07,Kha,63,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000643,Ngo Hoang Lam,2002-04-22,Du lich,Quan tri Khach san,124,124,1.86,Yeu,81,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000644,Vo Minh Linh,2002-07-11,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.66,Xuat sac,95,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000645,Huynh Van Phong,2002-08-02,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.66,Kha,85,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000646,Tran Viet Nam,2002-06-21,Cong nghe Thong tin,Ky thuat Phan mem,132,132,1.86,Yeu,62,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000647,Dang Minh Vy,2002-08-02,Ngoai ngu,Ngon ngu Nhat,125,125,2.63,Kha,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000648,Ly Khanh Thao,2002-09-09,Du lich,Quan tri Dich vu Du lich,122,124,2.62,Kha,96,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 2 tin chi tich luy
