mssv,ho_ten,ngay_sinh,khoa,nganh,nam_hoc,hoc_ky,gpa_hoc_ky,diem_ren_luyen,loai_hoc_bong_dang_ky,hoan_canh_kho_khan,vipham_ky_luat,no_hoc_phi,ket_qua_xet_hoc_bong,ly_do_truot_hoac_xep_loai
211A000462,Ly Duc Bich,2003-02-17,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.29,92,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000463,Phan Tuyet Phong,2003-03-20,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.86,77,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000464,Mai Kim Giang,2003-07-18,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,2.6,86,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000465,Vo Huu Khoa,2003-06-11,Kinh te,Luat Kinh te,2025-2026,Hoc ky 1,2.8,60,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000466,Ngo Minh Nam,2003-08-18,Kinh te,Ke toan,2025-2026,Hoc ky 2,2.35,61,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000467,Dinh Quoc Khoa,2003-02-06,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,2.41,64,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000468,Do Khanh Quan,2003-11-06,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.25,56,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000469,Ngo Ngoc Thinh,2003-06-30,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.38,81,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000470,Phan Quoc Nhi,2003-07-06,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,3.67,61,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000471,Do Phuong Hang,2003-04-23,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.66,55,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000472,Pham Tuyet Mai,2003-03-01,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,3.53,79,Hoc bong Trai tim Hung Hau,1,0,0,Dat,Dat HB Trai tim Hung Hau (Hoan canh kho khan + Hoc luc Kha tro len)
211A000473,Do Viet Thinh,2003-08-04,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,3.44,69,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000474,Le Hoang Thinh,2003-11-26,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,2.38,64,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000475,Pham Minh Thao,2003-08-24,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,2.95,81,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000476,Bui Viet Nam,2003-04-26,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.82,73,Hoc bong Khuyen khich Hoc tap,1,0,0,Dat,Dat HB KKHT Loai Kha
211A000477,Dang Hoang Khoa,2003-12-22,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.72,65,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000478,Mai Van Phong,2003-02-06,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.43,70,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000479,Le Thanh Khoa,2003-03-18,Kinh te,Ke toan,2025-2026,Hoc ky 1,3.08,69,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000480,Dang Tan Bich,2003-06-02,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.51,84,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000481,Nguyen Tan An,2003-06-19,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.07,67,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000482,Dinh Hoang Yen,2003-09-19,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.28,92,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000483,Duong Thi Cuong,2003-10-13,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,3.38,84,Hoc bong Trai tim Hung Hau,1,0,0,Dat,Dat HB Trai tim Hung Hau (Hoan canh kho khan + Hoc luc Kha tro len)
211A000484,Hoang Tuyet Bich,2003-07-25,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,3.13,77,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000485,Truong Viet Thinh,2003-11-16,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.47,87,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000486,Vo Duc Khoa,2003-06-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.67,85,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000487,Trinh Truc Vy,2003-07-16,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.52,71,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000488,Dang Ngoc Linh,2003-05-04,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.67,60,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000489,Huynh Viet Bich,2003-04-06,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.75,55,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000490,Truong Huu Nam,2003-01-10,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,2.76,89,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000491,Ly Khanh Giang,2003-07-30,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,2.54,98,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000492,Cao Quoc Vy,2003-01-16,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.2,60,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000493,Mai Thi Khoa,2003-05-17,Kinh te,Marketing,2025-2026,Hoc ky 1,3.06,98,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000494,Ly Truc Quan,2003-02-04,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,3.0,65,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000495,Duong Nhat Giang,2003-03-14,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.88,88,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000496,Pham Duc Hang,2003-08-05,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.58,81,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000497,Vu Minh Dung,2003-02-19,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.67,65,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000498,Le Ngoc Dung,2003-06-23,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.29,93,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000499,Huynh Thi Mai,2003-06-27,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.48,66,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000500,Truong Hoang Bich,2003-02-06,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.41,76,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000501,Pham Khanh Linh,2003-09-13,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.83,70,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000502,Le Ngoc Lam,2003-07-13,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,2.12,72,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000503,Vo Viet Yen,2003-08-25,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.15,90,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000504,Huynh Van Dung,2003-12-04,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,3.58,59,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000505,Trinh Phuong Phong,2003-01-04,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.33,68,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000506,Truong Tan Mai,2003-09-11,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.32,98,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000507,Dang Duc Khoa,2003-03-23,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.93,97,Hoc bong Tai nang VHU,0,0,0,Dat,Dat HB Tai nang VHU
211A000508,Dinh Truc Khoa,2003-03-13,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.68,68,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000509,Dinh Nhat Mai,2003-05-06,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.7,97,Hoc bong Tai nang VHU,0,0,0,Dat,Dat HB Tai nang VHU
211A000510,Bui Tuyet Quan,2003-12-01,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,2.82,63,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000511,Mai Kim Phong,2003-09-30,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,2.16,58,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000512,Vu Tan Quang,2003-09-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.02,81,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000513,Phan Van Em,2003-10-01,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.43,77,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000514,Ly Thanh Bich,2003-11-13,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.92,79,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000515,Do Huu Yen,2003-08-15,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.69,71,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000516,Huynh Truc Quang,2003-10-04,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.74,73,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000517,Ly Duc Quang,2003-11-09,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.42,71,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000518,Pham Tan An,2003-01-17,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.79,74,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000519,Duong Quoc Nam,2003-03-18,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.49,64,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000520,Hoang Kim Nhi,2003-03-31,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.87,72,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000521,Le Thanh Bich,2003-07-19,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 1,2.88,99,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000522,Do Quoc Yen,2003-08-20,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.98,67,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000523,Duong Khanh Khoa,2003-05-16,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,2.16,84,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,GPA hoac DRL khong dat muc toi thieu cho HB Trai tim Hung Hau
211A000524,Tran Quoc Hang,2003-12-15,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 1,2.28,80,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000525,Dang Viet Em,2003-11-28,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.7,95,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000526,Mai Phuong Yen,2003-12-03,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.46,60,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000527,Do Truc Nam,2003-11-02,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.93,83,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000528,Dang Thanh Thinh,2003-03-10,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 1,2.99,71,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000529,Dinh Thi Bich,2003-08-06,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,2.72,64,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000530,Trinh Tan Thao,2003-11-26,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.87,68,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000531,Vu Viet Nhi,2003-10-29,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,2.75,88,Hoc bong Trai tim Hung Hau,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000532,Mai Ngoc Yen,2003-06-13,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.84,69,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000533,Duong Thi Mai,2003-06-28,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,3.31,76,Hoc bong Trai tim Hung Hau,1,0,0,Dat,Dat HB Trai tim Hung Hau (Hoan canh kho khan + Hoc luc Kha tro len)
211A000534,Vu Duc Giang,2003-11-06,Kinh te,Ke toan,2025-2026,Hoc ky 1,2.9,75,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000535,Vu Nhat Linh,2003-02-16,Kinh te,Ke toan,2025-2026,Hoc ky 2,3.34,82,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000536,Truong Thanh Yen,2003-01-07,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,3.49,89,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000537,Cao Van Giang,2003-05-20,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.75,63,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000538,Trinh Ngoc Yen,2003-05-17,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.87,85,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000539,Ly Nhat Khoa,2003-01-21,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,2.74,57,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000540,Dinh Viet Linh,2003-07-02,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.85,66,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000541,Vu Quoc Mai,2003-08-25,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.17,67,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000542,Dinh Van Khoa,2003-11-29,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,2.65,83,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000543,Vo Thanh Nhi,2003-08-07,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.69,60,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000544,Cao Kim Quan,2003-02-20,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.25,65,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000545,Duong Khanh Bich,2003-05-03,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 1,2.68,84,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000546,Hoang Thi Mai,2003-06-12,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,3.9,95,Hoc bong Tai nang VHU,1,0,0,Dat,Dat HB Tai nang VHU
211A000547,Vo Nhat Thinh,2003-07-31,Kinh te,Ke toan,2025-2026,Hoc ky 2,3.21,78,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000548,Ngo Van Vy,2003-02-01,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,2.13,61,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000549,Le Hoang Phong,2003-12-05,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.52,73,Hoc bong Dong hanh Vuot kho,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000550,Bui Nhat Lam,2003-11-24,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,2.82,74,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000551,Hoang Thanh An,2003-11-21,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,2.32,63,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000552,Vo Tan Mai,2003-12-06,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.43,92,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000553,Phan Nhat Bich,2003-02-02,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,2.51,70,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000554,Ly Ngoc Quang,2003-02-06,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.94,97,Hoc bong Dong hanh Vuot kho,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000555,Nguyen Nhat An,2003-03-31,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.8,73,Hoc bong Khuyen khich Hoc tap,1,0,0,Dat,Dat HB KKHT Loai Kha
211A000556,Vu Phuong Thinh,2003-12-08,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 1,3.41,86,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000557,Bui Huu Thao,2003-07-17,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,2.67,65,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000558,Truong Huu An,2003-08-16,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 2,2.66,56,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000559,Phan Kim Bich,2003-07-26,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 2,3.37,73,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000560,Vo Tan Nam,2003-07-24,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.46,87,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000561,Tran Phuong Lam,2003-09-05,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 2,3.89,59,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000562,Bui Tan Linh,2003-08-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.18,66,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000563,Truong Quoc Thao,2003-02-23,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.82,89,Hoc bong Khuyen khich Hoc tap,1,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000564,Cao Gia Vy,2003-07-01,Kinh te,Luat Kinh te,2025-2026,Hoc ky 2,2.56,83,Hoc bong Dong hanh Vuot kho,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000565,Ly Khanh Thao,2003-08-01,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.56,88,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000566,Bui Nhat Quan,2003-02-16,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,2.61,94,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000567,Vu Tuyet Thinh,2003-01-17,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.41,89,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000568,Huynh Kim Thao,2003-10-08,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,3.92,92,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000569,Nguyen Truc Lam,2003-11-21,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,3.44,94,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000570,Vo Van Dung,2003-10-15,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 1,2.16,93,Hoc bong Khuyen khich Hoc tap,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000571,Huynh Truc Thao,2003-04-24,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.1,95,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000572,Phan Truc Phong,2003-01-24,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.82,81,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000573,Hoang Khanh Khoa,2003-03-03,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,3.32,67,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000574,Vu Truc Bich,2003-03-27,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.15,89,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000575,Cao Huu Quang,2003-03-30,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.64,62,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000576,Bui Minh Thinh,2003-07-02,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.78,88,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
